neighbourhood_group,neighbourhood,room_type,price_per_night,minimum_nights_to_book,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Bronx,Bronxdale,Private room,40,5,65,1.94,2,328
Brooklyn,Crown Heights,Shared room,75,1,2,0.19,1,318
Queens,Ridgewood,Private room,80,2,9,3.1,1,53
Brooklyn,Park Slope,Entire home/apt,169,4,6,0.56,1,16
Queens,Astoria,Private room,80,2,1,1.0,1,87
Brooklyn,Williamsburg,Private room,120,1,16,1.55,1,85
Brooklyn,Williamsburg,Entire home/apt,115,3,43,1.03,1,0
Manhattan,Washington Heights,Shared room,65,2,9,0.21,1,0
Brooklyn,Prospect Heights,Entire home/apt,170,2,154,5.2,1,235
Brooklyn,Williamsburg,Private room,118,3,5,0.16,2,0
Manhattan,East Village,Entire home/apt,110,3,3,0.13,1,0
Manhattan,Chelsea,Entire home/apt,175,3,2,0.04,1,0
Manhattan,Greenwich Village,Entire home/apt,180,3,2,0.07,1,365
Brooklyn,Williamsburg,Entire home/apt,140,7,16,0.49,1,1
Brooklyn,Williamsburg,Entire home/apt,240,14,20,0.43,1,238
Brooklyn,Cypress Hills,Entire home/apt,99,1,2,1.58,1,145
Bronx,Concourse,Private room,60,2,53,1.8,2,169
Brooklyn,Fort Greene,Entire home/apt,90,4,3,0.12,1,0
Manhattan,East Village,Entire home/apt,300,3,6,0.94,1,0
Manhattan,Civic Center,Entire home/apt,169,4,8,0.17,1,0
Manhattan,East Harlem,Private room,90,1,50,4.84,1,0
Manhattan,Harlem,Entire home/apt,120,2,16,1.32,1,0
Manhattan,Nolita,Entire home/apt,175,2,22,2.52,1,24
Queens,Ridgewood,Private room,40,4,15,0.3,1,0
Queens,Ditmars Steinway,Entire home/apt,140,4,11,0.25,1,38
Manhattan,Harlem,Private room,99,3,62,1.74,1,0
Brooklyn,Greenpoint,Private room,55,1,111,3.77,3,9
Manhattan,Upper West Side,Entire home/apt,199,4,6,0.58,1,0
Brooklyn,Bedford-Stuyvesant,Private room,62,1,47,1.92,1,21
Brooklyn,Crown Heights,Entire home/apt,150,1,1,0.03,1,188
Brooklyn,Sunset Park,Private room,50,3,25,2.26,2,108
Manhattan,Upper West Side,Entire home/apt,149,2,1,0.03,1,0
Manhattan,East Village,Entire home/apt,180,8,1,1.0,1,188
Manhattan,Harlem,Private room,50,1,3,0.15,1,0
Manhattan,Inwood,Private room,36,1,1,0.07,3,0
Queens,Jamaica,Private room,50,1,36,1.96,3,359
Manhattan,Harlem,Shared room,39,1,7,0.36,3,0
Brooklyn,South Slope,Entire home/apt,199,1,1,0.02,1,0
Manhattan,Upper West Side,Private room,150,6,5,0.21,2,0
Brooklyn,Park Slope,Entire home/apt,150,5,1,0.02,1,27
Manhattan,West Village,Entire home/apt,299,1,13,3.22,1,61
Queens,Elmhurst,Shared room,40,1,1,0.16,1,0
Brooklyn,Williamsburg,Private room,80,2,1,1.0,1,10
Manhattan,Upper West Side,Entire home/apt,133,3,38,0.89,1,2
Manhattan,Kips Bay,Entire home/apt,185,1,23,1.87,1,133
Queens,Rosedale,Private room,84,1,89,4.01,3,356
Manhattan,Harlem,Private room,60,4,11,1.53,2,161
Manhattan,Chelsea,Private room,80,4,34,2.24,2,20
Manhattan,Upper West Side,Private room,125,2,7,0.14,1,248
Brooklyn,Park Slope,Entire home/apt,250,10,4,0.05,1,0
Brooklyn,Bushwick,Private room,30,1,8,0.15,1,0
Manhattan,East Harlem,Entire home/apt,115,3,67,3.98,2,132
Queens,Ozone Park,Entire home/apt,110,4,6,0.88,2,140
Manhattan,Upper East Side,Entire home/apt,111,2,4,3.33,1,12
Brooklyn,Flatbush,Entire home/apt,75,30,46,1.25,1,89
Brooklyn,Bedford-Stuyvesant,Entire home/apt,75,7,4,0.64,1,10
Manhattan,Harlem,Private room,70,3,1,0.29,2,347
Brooklyn,Prospect-Lefferts Gardens,Private room,50,1,70,1.79,2,0
Manhattan,Washington Heights,Entire home/apt,75,1,81,5.73,1,171
Manhattan,Harlem,Private room,75,5,46,0.6,1,343
Manhattan,Inwood,Entire home/apt,110,4,15,0.77,1,19
Manhattan,Two Bridges,Private room,85,1,6,1.67,2,42
Brooklyn,Bushwick,Private room,45,2,72,2.54,1,51
Manhattan,Hell's Kitchen,Entire home/apt,150,1,6,6.0,3,222
Manhattan,East Harlem,Entire home/apt,115,3,118,2.85,1,157
Brooklyn,Bedford-Stuyvesant,Entire home/apt,85,1,84,1.46,1,286
Brooklyn,Brooklyn Heights,Entire home/apt,110,2,1,0.03,1,0
Manhattan,Harlem,Private room,55,10,6,0.28,1,156
Staten Island,South Beach,Private room,55,1,10,7.14,1,363
Manhattan,Nolita,Entire home/apt,180,3,2,0.04,1,0
Queens,Flushing,Entire home/apt,39,1,2,0.08,1,0
Manhattan,East Village,Entire home/apt,239,3,7,0.07,1,351
Manhattan,Hell's Kitchen,Entire home/apt,200,7,13,0.15,1,327
Manhattan,East Village,Private room,90,5,11,0.69,2,5
Brooklyn,Bushwick,Private room,40,2,12,0.44,2,281
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,100,7,5,0.39,1,1
Manhattan,East Harlem,Entire home/apt,195,1,112,2.38,1,262
Brooklyn,Fort Greene,Private room,100,1,55,4.16,1,342
Brooklyn,Downtown Brooklyn,Entire home/apt,162,2,11,0.44,1,0
Manhattan,Hell's Kitchen,Private room,52,30,191,1.65,1,191
Brooklyn,Bushwick,Entire home/apt,240,3,50,3.44,1,243
Manhattan,Roosevelt Island,Private room,45,2,1,0.03,1,0
Queens,Glendale,Entire home/apt,299,3,6,3.6,1,155
Brooklyn,Bedford-Stuyvesant,Entire home/apt,83,30,1,0.81,3,349
Brooklyn,Gowanus,Entire home/apt,200,2,41,3.3,1,246
Brooklyn,Williamsburg,Private room,75,3,1,0.05,1,0
Manhattan,Two Bridges,Entire home/apt,175,4,3,0.08,1,0
Manhattan,Gramercy,Private room,73,5,4,0.08,1,0
Queens,Long Island City,Private room,75,30,65,0.74,3,219
Manhattan,Upper East Side,Entire home/apt,153,1,76,1.61,1,305
Brooklyn,Windsor Terrace,Entire home/apt,97,30,5,0.12,1,282
Brooklyn,Greenpoint,Private room,55,7,2,0.38,1,0
Brooklyn,Bedford-Stuyvesant,Private room,50,3,6,2.77,1,0
Brooklyn,Bushwick,Entire home/apt,100,3,4,2.22,1,26
Queens,Ditmars Steinway,Private room,75,2,38,1.81,2,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,1,37,1.53,1,5
Manhattan,Upper West Side,Private room,110,7,3,0.13,1,321
Queens,Sunnyside,Private room,69,3,21,0.78,1,177
Brooklyn,Williamsburg,Private room,80,3,1,0.12,1,8
Brooklyn,Williamsburg,Entire home/apt,250,2,9,0.36,1,0
Manhattan,Greenwich Village,Private room,80,3,1,0.04,1,0
Manhattan,Hell's Kitchen,Entire home/apt,285,4,2,0.04,1,0
Brooklyn,Williamsburg,Entire home/apt,240,2,87,1.46,1,77
Brooklyn,Williamsburg,Entire home/apt,285,2,17,0.44,1,0
Manhattan,Hell's Kitchen,Private room,120,7,1,0.08,1,0
Brooklyn,Crown Heights,Private room,60,2,1,0.04,1,0
Queens,Astoria,Private room,150,1,1,1.0,1,165
Brooklyn,Bedford-Stuyvesant,Entire home/apt,155,25,3,0.05,1,364
Manhattan,Hell's Kitchen,Private room,75,2,176,2.22,2,23
Queens,Rego Park,Private room,75,3,20,0.95,1,48
Manhattan,East Village,Private room,60,8,1,0.29,2,0
Queens,Astoria,Entire home/apt,130,4,56,1.55,1,0
Brooklyn,Gowanus,Private room,70,2,1,0.05,1,0
Queens,Astoria,Private room,78,4,70,1.64,2,348
Brooklyn,Crown Heights,Private room,90,3,16,0.87,1,0
Manhattan,Upper East Side,Entire home/apt,145,4,2,0.05,1,0
Brooklyn,Cypress Hills,Entire home/apt,63,4,54,1.71,1,344
Manhattan,Upper East Side,Entire home/apt,175,2,3,0.08,1,310
Manhattan,Upper East Side,Entire home/apt,59,1,4,0.44,2,24
Brooklyn,Downtown Brooklyn,Entire home/apt,99,3,1,0.41,1,31
Manhattan,Greenwich Village,Entire home/apt,210,1,58,1.49,1,2
Bronx,Belmont,Private room,29,4,5,0.25,2,360
Manhattan,East Harlem,Entire home/apt,69,2,2,0.07,1,0
Brooklyn,Bushwick,Private room,65,2,37,0.78,1,0
Brooklyn,Sunset Park,Private room,79,1,35,1.6,2,59
Manhattan,Washington Heights,Entire home/apt,160,2,1,0.16,2,0
Manhattan,Harlem,Entire home/apt,129,4,4,0.11,1,0
Manhattan,Harlem,Entire home/apt,100,7,2,0.04,1,0
Queens,Long Island City,Private room,49,1,4,0.19,1,0
Manhattan,Hell's Kitchen,Entire home/apt,119,4,136,3.59,1,17
Manhattan,Harlem,Private room,80,2,5,0.1,1,0
Brooklyn,Crown Heights,Private room,105,1,1,0.05,3,0
Manhattan,Harlem,Private room,89,1,19,0.44,3,0
Manhattan,Chelsea,Entire home/apt,150,2,7,0.82,1,3
Brooklyn,Cypress Hills,Entire home/apt,125,2,22,1.88,1,282
Manhattan,Upper East Side,Entire home/apt,180,2,15,3.06,1,57
Brooklyn,Williamsburg,Entire home/apt,175,3,2,0.05,3,0
Brooklyn,Crown Heights,Private room,65,3,10,0.93,1,12
Manhattan,East Village,Private room,95,2,1,0.02,2,0
Brooklyn,Kensington,Private room,24,18,1,0.02,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,199,3,118,2.12,1,23
Manhattan,West Village,Entire home/apt,300,3,108,1.44,1,318
Manhattan,Little Italy,Entire home/apt,95,2,2,1.33,2,0
Brooklyn,Crown Heights,Private room,40,5,5,0.21,1,0
Brooklyn,Park Slope,Entire home/apt,195,10,4,0.34,1,15
Staten Island,Rosebank,Private room,55,2,88,4.73,1,114
Manhattan,Harlem,Entire home/apt,265,2,76,4.07,1,147
Bronx,Kingsbridge,Entire home/apt,100,2,46,2.0,1,10
Manhattan,Harlem,Private room,65,1,21,1.94,2,58
Brooklyn,Williamsburg,Entire home/apt,140,2,54,4.06,1,180
Manhattan,Greenwich Village,Entire home/apt,191,3,1,0.05,1,0
Manhattan,East Village,Private room,115,1,37,2.55,1,128
Brooklyn,Greenpoint,Entire home/apt,180,2,41,5.44,2,76
Manhattan,Financial District,Entire home/apt,134,15,1,1.0,1,2
Manhattan,Chelsea,Entire home/apt,182,20,6,0.17,1,32
Brooklyn,Bushwick,Private room,40,3,2,0.06,1,0
Manhattan,Chelsea,Private room,110,2,2,0.1,1,0
Brooklyn,Bedford-Stuyvesant,Shared room,29,2,102,2.11,3,288
Brooklyn,South Slope,Entire home/apt,218,2,137,2.79,1,250
Manhattan,Washington Heights,Private room,60,2,97,4.14,1,35
Brooklyn,Crown Heights,Entire home/apt,135,3,24,2.44,1,246
Brooklyn,Williamsburg,Entire home/apt,162,3,38,3.34,1,314
Brooklyn,Bushwick,Private room,40,2,4,0.21,1,0
Brooklyn,Brooklyn Heights,Entire home/apt,125,5,3,0.48,1,0
Manhattan,Harlem,Private room,90,2,127,2.15,1,58
Brooklyn,Bath Beach,Entire home/apt,150,1,13,1.54,1,0
Brooklyn,Park Slope,Entire home/apt,132,1,67,1.77,1,264
Manhattan,SoHo,Private room,129,2,26,0.76,2,89
Queens,Woodside,Private room,85,2,270,2.95,2,306
Manhattan,NoHo,Entire home/apt,100,1,8,0.19,1,0
Queens,Astoria,Private room,49,1,5,0.13,1,332
Manhattan,Upper West Side,Entire home/apt,145,3,8,0.13,1,0
Manhattan,West Village,Entire home/apt,164,3,20,0.68,1,0
Queens,Sunnyside,Private room,80,1,4,1.74,1,330
Brooklyn,Park Slope,Private room,70,2,163,2.13,1,163
Brooklyn,Borough Park,Shared room,50,30,8,0.42,1,179
Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,4,34,0.73,2,340
Manhattan,Chelsea,Entire home/apt,200,3,3,0.16,1,11
Manhattan,Chelsea,Entire home/apt,195,365,10,0.12,1,0
Manhattan,Upper West Side,Entire home/apt,96,3,2,0.1,1,0
Brooklyn,Prospect-Lefferts Gardens,Private room,42,1,8,0.22,2,0
Manhattan,Harlem,Private room,65,4,8,1.7,1,0
Brooklyn,Williamsburg,Private room,53,3,1,0.02,1,0
Brooklyn,Bushwick,Private room,68,2,37,0.49,1,23
Brooklyn,Bushwick,Private room,65,1,9,0.35,1,0
Manhattan,Inwood,Private room,100,2,7,0.15,1,36
Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,2,36,1.54,2,124
Manhattan,Washington Heights,Shared room,41,1,1,0.02,1,0
Manhattan,Chelsea,Entire home/apt,125,4,1,0.08,1,0
Brooklyn,Williamsburg,Entire home/apt,150,4,9,0.89,1,0
Brooklyn,Bedford-Stuyvesant,Private room,85,7,1,0.03,1,0
Manhattan,Harlem,Entire home/apt,125,7,1,0.03,1,0
Brooklyn,East Flatbush,Entire home/apt,100,5,83,2.5,1,31
Brooklyn,Bushwick,Entire home/apt,250,6,1,0.05,1,0
Brooklyn,Brighton Beach,Entire home/apt,110,2,8,0.58,2,248
Manhattan,Upper East Side,Private room,100,1,76,9.58,2,281
Queens,Ozone Park,Entire home/apt,110,2,51,2.22,1,295
Manhattan,East Village,Entire home/apt,300,2,16,0.43,1,0
Brooklyn,Fort Greene,Private room,65,1,9,2.87,1,157
Manhattan,Midtown,Entire home/apt,250,2,12,1.01,1,14
Brooklyn,Williamsburg,Private room,90,2,3,0.9,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,98,30,13,0.32,3,140
Brooklyn,Bushwick,Private room,200,2,10,1.09,1,79
Brooklyn,Crown Heights,Entire home/apt,60,1,2,0.05,1,0
Brooklyn,Crown Heights,Entire home/apt,149,28,18,0.36,1,265
Brooklyn,Williamsburg,Private room,119,3,126,2.49,2,0
Queens,Woodhaven,Entire home/apt,90,4,64,3.71,1,106
Manhattan,East Village,Private room,109,4,25,0.91,1,140
Brooklyn,Williamsburg,Private room,50,2,6,0.24,1,2
Manhattan,Harlem,Entire home/apt,130,3,1,0.02,1,0
Brooklyn,Fort Greene,Entire home/apt,150,2,11,1.46,1,0
Manhattan,Inwood,Private room,70,5,5,0.41,2,90
Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,4,99,2.12,1,334
Manhattan,East Harlem,Private room,60,3,6,0.25,1,0
Manhattan,Washington Heights,Shared room,25,1,51,2.99,3,365
Manhattan,Hell's Kitchen,Private room,98,2,20,0.41,1,0
Queens,Long Island City,Private room,90,3,34,1.02,1,3
Manhattan,Inwood,Private room,45,2,6,0.5,2,64
Manhattan,Harlem,Private room,100,3,1,0.03,1,0
Brooklyn,Williamsburg,Entire home/apt,200,2,7,1.01,1,0
Manhattan,Hell's Kitchen,Shared room,50,2,2,0.05,2,0
Manhattan,Washington Heights,Entire home/apt,125,5,2,0.05,1,0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,80,28,9,0.26,1,219
Queens,South Ozone Park,Private room,99,1,49,5.88,3,38
Brooklyn,Flatbush,Entire home/apt,120,5,1,0.05,1,0
Manhattan,Upper East Side,Private room,140,3,118,1.91,1,316
Brooklyn,Crown Heights,Entire home/apt,200,3,2,0.24,1,362
Manhattan,Washington Heights,Entire home/apt,89,2,25,0.79,1,346
Manhattan,Midtown,Private room,180,2,62,1.34,1,261
Brooklyn,Bushwick,Private room,43,2,17,4.05,2,68
Queens,Sunnyside,Private room,60,1,10,0.16,2,184
Manhattan,Upper East Side,Private room,90,1,65,1.76,1,338
Brooklyn,Williamsburg,Entire home/apt,250,1,95,5.04,1,79
Staten Island,Randall Manor,Entire home/apt,75,2,131,2.85,1,310
Manhattan,Upper East Side,Entire home/apt,100,14,6,1.94,1,0
Brooklyn,Williamsburg,Private room,55,5,24,1.84,1,313
Brooklyn,Bushwick,Private room,60,1,1,0.03,1,0
Manhattan,Harlem,Private room,62,1,68,5.86,3,310
Brooklyn,South Slope,Entire home/apt,199,14,27,0.28,2,223
Brooklyn,Williamsburg,Private room,65,4,10,0.41,1,0
Manhattan,Nolita,Private room,59,2,10,0.21,2,0
Manhattan,Washington Heights,Entire home/apt,165,4,1,0.03,1,0
Brooklyn,Bedford-Stuyvesant,Private room,62,1,5,2.73,1,66
Brooklyn,Greenpoint,Entire home/apt,172,2,9,1.61,2,281
Brooklyn,Greenpoint,Entire home/apt,110,3,1,0.79,1,0
Queens,Arverne,Private room,150,1,2,0.05,1,0
Brooklyn,East New York,Entire home/apt,95,2,91,3.63,1,60
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,40,2,25,0.7,1,223
Brooklyn,Williamsburg,Entire home/apt,95,14,1,0.17,1,0
Queens,Jackson Heights,Entire home/apt,110,9,11,0.16,1,362
Manhattan,East Village,Entire home/apt,215,2,18,0.7,1,68
Brooklyn,Fort Greene,Private room,90,1,24,2.18,2,0
Brooklyn,Flatbush,Entire home/apt,88,4,8,0.24,1,0
Bronx,Woodlawn,Entire home/apt,65,1,1,1.0,1,29
Brooklyn,Brighton Beach,Shared room,100,1,4,0.56,2,365
Brooklyn,Williamsburg,Private room,70,1,9,0.24,3,0
Manhattan,Hell's Kitchen,Shared room,116,2,101,2.07,2,42
Manhattan,Midtown,Entire home/apt,99,1,172,4.33,1,213
Brooklyn,Williamsburg,Private room,59,2,87,2.31,3,0
Manhattan,East Village,Private room,65,3,52,0.63,1,5
Brooklyn,Cobble Hill,Private room,59,7,33,1.67,1,0
Brooklyn,Bushwick,Private room,120,2,11,0.2,2,365
Brooklyn,Williamsburg,Private room,65,9,12,0.19,1,0
Brooklyn,Williamsburg,Entire home/apt,250,2,7,2.44,1,183
Manhattan,Kips Bay,Entire home/apt,260,4,15,0.35,1,34
Manhattan,Gramercy,Entire home/apt,250,1,2,2.0,1,171
Brooklyn,Fort Greene,Private room,119,2,28,3.94,1,3
Queens,Jamaica,Private room,60,1,109,2.84,1,98
Brooklyn,Clinton Hill,Private room,60,3,126,3.59,2,120
Manhattan,Midtown,Entire home/apt,219,2,5,0.13,3,0
Bronx,City Island,Entire home/apt,110,2,112,2.6,1,162
Manhattan,Hell's Kitchen,Private room,120,6,17,0.38,2,0
Manhattan,Upper East Side,Private room,95,1,60,1.31,3,351
Manhattan,West Village,Entire home/apt,215,3,7,0.68,1,0
Manhattan,East Village,Private room,300,1,2,0.15,1,0
Brooklyn,Bushwick,Private room,70,3,21,1.78,1,33
Brooklyn,Bushwick,Private room,50,1,86,7.7,1,198
Brooklyn,Bedford-Stuyvesant,Entire home/apt,140,2,12,2.02,1,284
Manhattan,Lower East Side,Private room,80,1,22,2.54,3,123
Manhattan,Harlem,Entire home/apt,300,1,1,0.11,1,0
Brooklyn,Fort Greene,Entire home/apt,147,1,1,0.04,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,2,18,0.86,2,86
Brooklyn,Williamsburg,Private room,190,1,30,0.33,2,365
Brooklyn,Bushwick,Private room,55,1,2,0.05,1,0
Manhattan,Harlem,Private room,100,7,1,0.07,1,0
Brooklyn,Crown Heights,Entire home/apt,117,1,82,1.39,1,280
Brooklyn,Red Hook,Entire home/apt,110,5,28,1.53,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,75,5,2,0.05,1,0
Queens,Rosedale,Entire home/apt,100,2,45,1.7,1,360
Brooklyn,Crown Heights,Private room,49,2,115,2.96,2,59
Manhattan,Harlem,Private room,80,1,3,0.71,2,0
Manhattan,East Village,Entire home/apt,189,2,9,0.23,1,23
Manhattan,East Village,Private room,65,1,139,3.64,2,103
Brooklyn,Crown Heights,Entire home/apt,90,2,31,1.63,1,45
Manhattan,Chinatown,Entire home/apt,180,2,19,2.0,1,179
Manhattan,Harlem,Private room,125,3,202,2.29,1,217
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,150,6,9,0.26,1,0
Bronx,Longwood,Private room,65,5,15,0.69,2,150
Brooklyn,Midwood,Private room,99,2,31,1.9,2,0
Queens,Bayswater,Entire home/apt,151,2,33,4.21,1,309
Brooklyn,Greenpoint,Entire home/apt,140,2,3,0.08,1,0
Brooklyn,Gowanus,Entire home/apt,91,6,69,0.76,1,265
Manhattan,East Harlem,Private room,83,2,25,2.69,1,161
Manhattan,Hell's Kitchen,Entire home/apt,226,2,73,3.35,1,56
Brooklyn,Williamsburg,Private room,75,2,30,2.65,2,2
Manhattan,Harlem,Entire home/apt,170,3,44,2.23,1,0
Manhattan,Upper West Side,Entire home/apt,200,31,8,0.22,3,342
Brooklyn,Prospect Heights,Entire home/apt,145,3,1,0.86,1,45
Brooklyn,Williamsburg,Private room,120,1,7,0.23,2,89
Brooklyn,Prospect-Lefferts Gardens,Private room,65,2,2,1.15,2,81
Brooklyn,Gowanus,Private room,110,2,204,6.19,1,41
Staten Island,Tompkinsville,Entire home/apt,105,3,69,1.49,1,343
Brooklyn,Cypress Hills,Private room,100,1,43,2.65,1,365
Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,30,13,0.41,1,220
Manhattan,Upper West Side,Entire home/apt,103,3,1,0.02,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,1,5,0.63,2,0
Manhattan,Upper East Side,Private room,55,2,2,0.16,2,0
Manhattan,Midtown,Entire home/apt,190,3,2,2.0,1,23
Queens,Long Island City,Private room,80,3,1,0.02,1,0
Brooklyn,Greenpoint,Entire home/apt,150,2,30,1.01,2,0
Queens,Sunnyside,Private room,50,1,72,2.98,2,129
Brooklyn,Williamsburg,Entire home/apt,300,1,70,4.63,3,1
Brooklyn,Bushwick,Private room,120,2,78,1.79,1,206
Manhattan,Murray Hill,Private room,130,1,2,0.04,1,0
Queens,Long Island City,Private room,55,14,6,0.45,1,61
Staten Island,Tompkinsville,Private room,90,1,6,0.95,1,262
Queens,Long Island City,Private room,85,1,10,0.71,1,365
Manhattan,Harlem,Entire home/apt,120,14,1,0.03,1,188
Manhattan,Midtown,Entire home/apt,300,1,14,1.92,1,5
Manhattan,Upper East Side,Private room,90,30,3,0.04,1,128
Manhattan,Upper West Side,Entire home/apt,167,3,3,0.09,1,0
Queens,Long Island City,Entire home/apt,170,3,31,3.32,1,238
Manhattan,West Village,Entire home/apt,190,7,1,0.05,1,0
Manhattan,Chinatown,Entire home/apt,105,1,16,0.4,1,0
Manhattan,Midtown,Entire home/apt,150,1,2,0.05,1,0
Brooklyn,Boerum Hill,Entire home/apt,160,2,1,1.0,1,5
Brooklyn,Bedford-Stuyvesant,Entire home/apt,139,2,119,2.31,2,175
Manhattan,Harlem,Entire home/apt,120,1,3,0.12,1,0
Brooklyn,Kensington,Private room,52,3,8,0.15,2,27
Brooklyn,Bedford-Stuyvesant,Private room,60,2,53,1.37,2,365
Manhattan,Theater District,Private room,180,14,15,0.48,1,122
Manhattan,Chelsea,Entire home/apt,196,3,90,3.09,2,186
Brooklyn,South Slope,Entire home/apt,115,3,185,2.62,1,163
Queens,Rego Park,Private room,48,1,32,0.92,1,0
Manhattan,Lower East Side,Private room,63,30,8,0.31,3,237
Queens,Jamaica,Private room,88,2,2,1.5,1,180
Manhattan,Chelsea,Entire home/apt,165,6,4,0.19,1,13
Brooklyn,Williamsburg,Entire home/apt,280,1,13,0.3,1,363
Brooklyn,Bedford-Stuyvesant,Private room,80,3,3,0.16,3,88
Manhattan,Inwood,Private room,99,1,3,0.4,3,365
Manhattan,Upper West Side,Entire home/apt,125,5,5,0.27,1,7
Manhattan,Midtown,Entire home/apt,149,1,15,9.78,1,121
Brooklyn,Williamsburg,Private room,69,2,220,2.17,2,8
Queens,Ridgewood,Private room,65,3,3,1.29,2,342
Brooklyn,Prospect Heights,Private room,90,14,79,1.09,1,336
Manhattan,Midtown,Private room,179,1,4,0.13,1,337
Manhattan,East Village,Entire home/apt,155,5,12,0.31,1,2
Brooklyn,Crown Heights,Private room,80,1,5,0.22,1,365
Brooklyn,Cobble Hill,Private room,82,1,25,0.7,1,0
Brooklyn,Bay Ridge,Private room,80,1,1,0.02,1,0
Bronx,Mott Haven,Entire home/apt,120,2,26,0.85,1,260
Manhattan,Upper West Side,Private room,133,2,183,3.9,1,263
Brooklyn,East Flatbush,Entire home/apt,100,3,41,2.07,1,0
Manhattan,Chelsea,Entire home/apt,90,45,11,0.18,1,279
Manhattan,East Village,Private room,88,2,69,0.91,2,0
Brooklyn,South Slope,Entire home/apt,150,1,3,0.04,1,0
Brooklyn,Bedford-Stuyvesant,Private room,35,2,21,1.88,1,1
Manhattan,Upper East Side,Entire home/apt,275,30,4,0.09,1,253
Brooklyn,Red Hook,Private room,85,2,68,2.22,1,69
Manhattan,Chelsea,Entire home/apt,180,1,1,1.0,3,210
Brooklyn,Bedford-Stuyvesant,Private room,45,3,2,0.15,2,0
Brooklyn,Windsor Terrace,Private room,45,7,1,0.04,1,0
Manhattan,Inwood,Private room,99,3,150,3.85,1,320
Manhattan,Upper West Side,Private room,200,5,20,0.33,1,0
Queens,Jamaica,Private room,59,1,3,0.57,2,37
Brooklyn,Greenpoint,Private room,89,1,199,5.07,1,114
Queens,Ditmars Steinway,Private room,85,3,10,0.79,1,88
Manhattan,Hell's Kitchen,Entire home/apt,139,2,5,0.79,1,10
Manhattan,East Village,Private room,99,1,4,0.08,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,5,136,2.2,1,254
Manhattan,Midtown,Entire home/apt,125,4,3,0.03,1,0
Brooklyn,Bushwick,Private room,45,3,1,0.07,1,0
Manhattan,SoHo,Entire home/apt,230,1,1,0.91,1,6
Brooklyn,Bushwick,Entire home/apt,75,2,6,0.33,1,0
Brooklyn,Williamsburg,Private room,119,2,82,2.06,1,0
Manhattan,Lower East Side,Entire home/apt,190,3,9,0.28,1,188
Brooklyn,Williamsburg,Private room,50,4,2,0.04,1,0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,100,2,1,0.03,1,0
Brooklyn,Williamsburg,Private room,77,4,1,0.02,1,0
Manhattan,Inwood,Private room,50,7,1,0.02,1,0
Brooklyn,Borough Park,Private room,20,1,12,1.66,1,14
Brooklyn,Gowanus,Private room,40,7,1,0.05,1,0
Manhattan,East Village,Private room,70,1,129,5.39,1,28
Brooklyn,Williamsburg,Private room,65,2,17,3.11,2,26
Manhattan,Financial District,Entire home/apt,299,2,2,0.2,1,0
